phenocode	name	category	num_cases	num_controls	path_bucket	path_https
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	467	357814	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VASCCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VASCCILIARY.gz
H7_VERTISTRAB	Vertical strabismus	VII Diseases of the eye and adnexa (H7_)	873	361237	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VERTISTRAB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VERTISTRAB.gz
H7_VISDISTNAS	Other and unspecified visual disturbances	VII Diseases of the eye and adnexa (H7_)	2382	360091	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VISDISTNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VISDISTNAS.gz
H7_VISFIELDDEF	Visual field defects	VII Diseases of the eye and adnexa (H7_)	2373	360091	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VISFIELDDEF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VISFIELDDEF.gz
H7_VISIMPBILATERAL	Blindness or visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	117	360091	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VISIMPBILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VISIMPBILATERAL.gz
H7_VISUDISTURB	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	15707	360091	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VISUDISTURB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VISUDISTURB.gz
H7_VISUDISTURBSUB	Subjective visual disturbances	VII Diseases of the eye and adnexa (H7_)	7313	360091	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VISUDISTURBSUB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VISUDISTURBSUB.gz
H7_VITRBODYGLOBE	Disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	15177	361552	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VITRBODYGLOBE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VITRBODYGLOBE.gz
H7_VITRCRYSTAL	Crystalline deposits in vitreous body	VII Diseases of the eye and adnexa (H7_)	202	361552	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VITRCRYSTAL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VITRCRYSTAL.gz
H7_VITROPACIT	Other vitreous opacities	VII Diseases of the eye and adnexa (H7_)	993	361552	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VITROPACIT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VITROPACIT.gz
H7_VITROTH	Other and unspecified disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	12004	361552	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_VITROTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_VITROTH.gz
H7_XANTHELASMA	Xanthelasma of eyelid	VII Diseases of the eye and adnexa (H7_)	228	344684	gs://finngen-public-data-r9/summary_stats/finngen_R9_H7_XANTHELASMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_XANTHELASMA.gz
H8_ABNAUDPER	Other abnormal auditory perceptions	VIII Diseases of the ear and mastoid process (H8_)	261	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_ABNAUDPER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_ABNAUDPER.gz
H8_BPV	Benign paroxysmal vertigo	VIII Diseases of the ear and mastoid process (H8_)	8280	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_BPV.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_BPV.gz
H8_CERUMEN	Impacted cerumen	VIII Diseases of the ear and mastoid process (H8_)	2253	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_CERUMEN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_CERUMEN.gz
H8_CHOLEASTOMA	Cholesteatoma of middle ear	VIII Diseases of the ear and mastoid process (H8_)	1447	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_CHOLEASTOMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_CHOLEASTOMA.gz
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	2101	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_CHRON_SUPOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_CHRON_SUPOTITIS.gz
H8_DISCON	Discontinuity and dislocation of ear ossicles	VIII Diseases of the ear and mastoid process (H8_)	126	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_DISCON.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_DISCON.gz
H8_EUSTNAS	Other disorders of Eustachian tube	VIII Diseases of the ear and mastoid process (H8_)	686	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EUSTNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EUSTNAS.gz
H8_EUSTSALP	Eustachian salpingitis and obstruction	VIII Diseases of the ear and mastoid process (H8_)	2425	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EUSTSALP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EUSTSALP.gz
H8_EXTDISINOTH	Disorder of external ear, unspecified	VIII Diseases of the ear and mastoid process (H8_)	770	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTDISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTDISINOTH.gz
H8_EXTDISNAS	Other specified disorders of external ear	VIII Diseases of the ear and mastoid process (H8_)	923	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTDISNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTDISNAS.gz
H8_EXTERNAL	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	10272	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTERNAL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTERNAL.gz
H8_EXTOTITIS	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	6547	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXTOTITIS.gz
H8_EXT_ABSC	Abscess of external ear	VIII Diseases of the ear and mastoid process (H8_)	375	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_ABSC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_ABSC.gz
H8_EXT_CELLUL	Cellulitis of external ear	VIII Diseases of the ear and mastoid process (H8_)	307	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_CELLUL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_CELLUL.gz
H8_EXT_CHOL	Cholesteatoma of external ear	VIII Diseases of the ear and mastoid process (H8_)	157	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_CHOL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_CHOL.gz
H8_EXT_INFNAS	Other infective otitis externa	VIII Diseases of the ear and mastoid process (H8_)	1621	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_INFNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_INFNAS.gz
H8_EXT_NAS	Otitis externa, unspecified	VIII Diseases of the ear and mastoid process (H8_)	2934	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_NAS.gz
H8_EXT_NONINF	Acute otitis externa, noninfective	VIII Diseases of the ear and mastoid process (H8_)	435	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_NONINF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_NONINF.gz
H8_EXT_OTH	Other otitis externa (chronic)	VIII Diseases of the ear and mastoid process (H8_)	1700	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_OTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_EXT_OTH.gz
H8_HL_CON_NAS	Conductive hearing loss, unspecified	VIII Diseases of the ear and mastoid process (H8_)	2398	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_CON_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_CON_NAS.gz
H8_HL_DEAFMUT	Deaf mutism, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	147	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_DEAFMUT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_DEAFMUT.gz
H8_HL_IDIOP	Sudden idiopathic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	2848	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_IDIOP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_IDIOP.gz
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3581	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_MIX_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_MIX_NAS.gz
H8_HL_NAS	Other specified/unspecified hearing loss	VIII Diseases of the ear and mastoid process (H8_)	2105	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_NAS.gz
H8_HL_PRESBY	Presbycusis	VIII Diseases of the ear and mastoid process (H8_)	4140	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_PRESBY.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_PRESBY.gz
H8_HL_SEN_NAS	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	32487	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_SEN_NAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_HL_SEN_NAS.gz
H8_INNERNAS	Other specified/unspecified diseases of inner ear	VIII Diseases of the ear and mastoid process (H8_)	123	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_INNERNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_INNERNAS.gz
H8_LABYRFISTU	Labyrinthine fistula	VIII Diseases of the ear and mastoid process (H8_)	80	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_LABYRFISTU.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_LABYRFISTU.gz
H8_LABYRINTHITIS	Labyrinthitis	VIII Diseases of the ear and mastoid process (H8_)	80	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_LABYRINTHITIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_LABYRINTHITIS.gz
H8_MASTACU	Acute mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	246	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTACU.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTACU.gz
H8_MASTCHRON	Chronic mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	727	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTCHRON.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTCHRON.gz
H8_MASTNAS	Other/unspecified mastoiditis and related conditions	VIII Diseases of the ear and mastoid process (H8_)	122	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MASTNAS.gz
H8_MED_SUPP	Suppurative and unspecified otitis media	VIII Diseases of the ear and mastoid process (H8_)	14406	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MED_SUPP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MED_SUPP.gz
H8_MENIERE	Ménière disease	VIII Diseases of the ear and mastoid process (H8_)	2746	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MENIERE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MENIERE.gz
H8_MIDDLEADDH	Adhesive middle ear disease	VIII Diseases of the ear and mastoid process (H8_)	444	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MIDDLEADDH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MIDDLEADDH.gz
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	VIII Diseases of the ear and mastoid process (H8_)	24706	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MIDDLEMASTOID.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MIDDLEMASTOID.gz
H8_MYRINGACU	Acute myringitis	VIII Diseases of the ear and mastoid process (H8_)	167	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MYRINGACU.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MYRINGACU.gz
H8_MYRINGCHRON	Chronic myringitis	VIII Diseases of the ear and mastoid process (H8_)	106	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_MYRINGCHRON.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_MYRINGCHRON.gz
H8_NOISEINNER	Noise effects on inner ear	VIII Diseases of the ear and mastoid process (H8_)	1050	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_NOISEINNER.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_NOISEINNER.gz
H8_NONSUPPNAS	Nonsuppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	8315	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_NONSUPPNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_NONSUPPNAS.gz
H8_OTALGIA	Otalgia	VIII Diseases of the ear and mastoid process (H8_)	2004	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTALGIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTALGIA.gz
H8_OTHEREAR	Other disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	45541	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTHEREAR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTHEREAR.gz
H8_OTHHEARINGLOSS	Other hearing loss	VIII Diseases of the ear and mastoid process (H8_)	8833	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTHHEARINGLOSS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTHHEARINGLOSS.gz
H8_OTIMEDNAS	Otitis media, unspecified	VIII Diseases of the ear and mastoid process (H8_)	3511	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTIMEDNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTIMEDNAS.gz
H8_OTORRHAGIA	Otorrhagia	VIII Diseases of the ear and mastoid process (H8_)	152	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTORRHAGIA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTORRHAGIA.gz
H8_OTOSCLE	Otosclerosis	VIII Diseases of the ear and mastoid process (H8_)	2269	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_OTOSCLE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_OTOSCLE.gz
H8_PERCHRONDR	Perichondritis of external ear	VIII Diseases of the ear and mastoid process (H8_)	431	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_PERCHRONDR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_PERCHRONDR.gz
H8_PERFORATION	Perforation of tympanic membrane	VIII Diseases of the ear and mastoid process (H8_)	2814	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_PERFORATION.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_PERFORATION.gz
H8_PERIPHVERTIGO	Other peripheral vertigo	VIII Diseases of the ear and mastoid process (H8_)	2523	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_PERIPHVERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_PERIPHVERTIGO.gz
H8_POSTMASTCHOLEASTOMA	Recurrent cholesteatoma of postmastoidectomy cavity	VIII Diseases of the ear and mastoid process (H8_)	87	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTMASTCHOLEASTOMA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTMASTCHOLEASTOMA.gz
H8_POSTMASTNAS	Other disorders following mastoidectomy	VIII Diseases of the ear and mastoid process (H8_)	89	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTMASTNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTMASTNAS.gz
H8_POSTOP	Postprocedural disorders of ear and mastoid process, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	206	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTOP.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_POSTOP.gz
H8_STENOEXTCAN	Acquired stenosis of external ear canal	VIII Diseases of the ear and mastoid process (H8_)	217	367005	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_STENOEXTCAN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_STENOEXTCAN.gz
H8_SUP_ACUTE	Acute suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	9850	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_SUP_ACUTE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_SUP_ACUTE.gz
H8_SUP_OTINAS	Suppurative otitis media, unspecified	VIII Diseases of the ear and mastoid process (H8_)	722	352571	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_SUP_OTINAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_SUP_OTINAS.gz
H8_TINNITUS	Tinnitus	VIII Diseases of the ear and mastoid process (H8_)	7175	331736	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_TINNITUS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_TINNITUS.gz
H8_VERTIGO	Disorders of vestibular function (Vertigo)	VIII Diseases of the ear and mastoid process (H8_)	14918	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGO.gz
H8_VERTIGOCENT	Vertigo of central origin	VIII Diseases of the ear and mastoid process (H8_)	388	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGOCENT.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGOCENT.gz
H8_VESTIBNEUR	Vestibular neuronitis	VIII Diseases of the ear and mastoid process (H8_)	2379	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_VESTIBNEUR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VESTIBNEUR.gz
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	VIII Diseases of the ear and mastoid process (H8_)	891	359094	gs://finngen-public-data-r9/summary_stats/finngen_R9_H8_VESTIFUNCNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VESTIFUNCNAS.gz
HEIGHT_IRN	Height, inverse-rank normalized	Quantitative endpoints	0	0	gs://finngen-public-data-r9/summary_stats/finngen_R9_HEIGHT_IRN.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_HEIGHT_IRN.gz
HERING_BILATERAL	Inguinal hernia, bilateral	XI Diseases of the digestive system (K11_)	2998	322586	gs://finngen-public-data-r9/summary_stats/finngen_R9_HERING_BILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_HERING_BILATERAL.gz
HERING_UNILATERAL	Inguinal hernia, unilateral	XI Diseases of the digestive system (K11_)	705	322586	gs://finngen-public-data-r9/summary_stats/finngen_R9_HERING_UNILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_HERING_UNILATERAL.gz
HYPOTE_DRUGS	Hypotension due to drugs	IX Diseases of the circulatory system (I9_)	342	376935	gs://finngen-public-data-r9/summary_stats/finngen_R9_HYPOTE_DRUGS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_HYPOTE_DRUGS.gz
HYPOTHY_REIMB	Hypothyroidism, drug reimbursement	IV Endocrine, nutritional and metabolic diseases (E4_)	12040	88531	gs://finngen-public-data-r9/summary_stats/finngen_R9_HYPOTHY_REIMB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_HYPOTHY_REIMB.gz
I9_ABAORTANEUR	Abdominal aortic aneurysm (AAA)	IX Diseases of the circulatory system (I9_)	3548	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ABAORTANEUR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ABAORTANEUR.gz
I9_AF	Atrial fibrillation and flutter	IX Diseases of the circulatory system (I9_)	45766	191924	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_AF.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_AF.gz
I9_AF_REIMB	Atrial fibrillation and flutter with reimbursement	IX Diseases of the circulatory system (I9_)	21700	191924	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_AF_REIMB.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_AF_REIMB.gz
I9_ANEURYSM	Cerebral aneurysm, nonruptured	IX Diseases of the circulatory system (I9_)	2582	342673	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ANEURYSM.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ANEURYSM.gz
I9_ANGINA	Angina pectoris	IX Diseases of the circulatory system (I9_)	34456	313400	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ANGINA.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ANGINA.gz
I9_ANGIO	Coronary angioplasty	IX Diseases of the circulatory system (I9_)	14723	313400	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ANGIO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ANGIO.gz
I9_AORTANEUR	Aortic aneurysm	IX Diseases of the circulatory system (I9_)	7395	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_AORTANEUR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_AORTANEUR.gz
I9_AORTDIS	Dissection of aorta	IX Diseases of the circulatory system (I9_)	881	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_AORTDIS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_AORTDIS.gz
I9_ARTEMBTHR	Arterial embolism and thrombosis	IX Diseases of the circulatory system (I9_)	1735	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHR.gz
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	IX Diseases of the circulatory system (I9_)	985	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHRLOW.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHRLOW.gz
I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis	IX Diseases of the circulatory system (I9_)	812	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHRNAS.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTEMBTHRNAS.gz
I9_ARTOTH	Other diseases of arteries and capillaries	IX Diseases of the circulatory system (I9_)	2679	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTOTH.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ARTOTH.gz
I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	IX Diseases of the circulatory system (I9_)	15002	349539	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_ATHSCLE.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ATHSCLE.gz
I9_AVBLOCK	AV-block	IX Diseases of the circulatory system (I9_)	5536	286109	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_AVBLOCK.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_AVBLOCK.gz
I9_CABG	Coronary artery bypass grafting	IX Diseases of the circulatory system (I9_)	10938	313400	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_CABG.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_CABG.gz
I9_CARDARR	Cardiac arrest	IX Diseases of the circulatory system (I9_)	2308	191924	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDARR.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDARR.gz
I9_CARDMSEC	Cardiomyopathies, Secondary/extrinsic	IX Diseases of the circulatory system (I9_)	156	286109	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMSEC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMSEC.gz
I9_CARDMYO	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	5874	286109	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMYO.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMYO.gz
I9_CARDMYOALC	Alcoholic cardiomyopathy	IX Diseases of the circulatory system (I9_)	124	371403	gs://finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMYOALC.gz	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_CARDMYOALC.gz
