ukb_code	fg_code	fg_name	category_fg	category_meta	description_ukb	description_more_ukb
C69	C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa Malignant neoplasm of eye and adnexa (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	II Neoplasms, from cancer register (ICD-O-3)	C69 Malignant neoplasm of eye and adnexa	truncated: true
C83	CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C83 Diffuse non-Hodgkin's lymphoma	truncated: true
C83	CD2_NONFOLLICULAR_LYMPHOMA_EXALLC	Non-follicular lymphoma Non-follicular lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C83 Diffuse non-Hodgkin's lymphoma	truncated: true
C84	CD2_TNK_LYMPHOMA_EXALLC	Mature T/NK-cell lymphomas Mature T/NK-cell lymphomas (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C84 Peripheral and cutaneous T-cell lymphomas	truncated: true
C85	CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C85 Other and unspecified types of non-Hodgkin's lymphoma	truncated: true
C85	CD2_NONHODGKIN_NAS_EXALLC	Other and unspecified types of non-Hodgkin lymphoma Other and unspecified types of non-Hodgkin lymphoma (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C85 Other and unspecified types of non-Hodgkin's lymphoma	truncated: true
C88	CD2_IMMUNOPROLIFERATIVE_EXALLC	Malignant immunoproliferative diseases Malignant immunoproliferative diseases (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C88 Malignant immunoproliferative diseases	truncated: true
C90	CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms Multiple myeloma and malignant plasma cell neoplasms (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C90 Multiple myeloma and malignant plasma cell neoplasms	truncated: true
C92	CD2_MYELOID_LEUKAEMIA	Myeloid leukaemia	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C92 Myeloid leukaemia	truncated: true
C92	CD2_MYELOID_LEUKAEMIA_EXALLC	Myeloid leukaemia Myeloid leukaemia (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	C92 Myeloid leukaemia	truncated: true
D03	CD2_INSITU_MELANOMA_EXALLC	Melanoma in situ Melanoma in situ (controls excluding all cancers)	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D03 Melanoma in situ	truncated: true
D10	CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D10 Benign neoplasm of mouth and pharynx	truncated: true
D11	CD2_BENIGN_SALIVARY	Benign neoplasm of major salivary glands	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D11 Benign neoplasm of major salivary glands	truncated: true
D12	CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D12 Benign neoplasm of colon, rectum, anus and anal canal	truncated: true
D13	CD2_BENIGN_OTHERDIGESTIVE	Benign neoplasm of other and ill-defined parts of digestive system	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D13 Benign neoplasm of other and ill-defined parts of digestive system	truncated: true
D14	CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D14 Benign neoplasm of middle ear and respiratory system	truncated: true
D15	CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D15 Benign neoplasm of other and unspecified intrathoracic organs	truncated: true
D21	CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D21 Other benign neoplasms of connective and other soft tissue	truncated: true
D22	CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D22 Melanocytic naevi	truncated: true
D23	CD2_BENIGN_SKIN	Other benign neoplasms of skin	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D23 Other benign neoplasms of skin	truncated: true
D32	CD2_BENIGN_MENINGES	Benign neoplasm of meninges	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D32 Benign neoplasm of meninges	truncated: true
D33	CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D33 Benign neoplasm of brain and other parts of central nervous system	truncated: true
D36	CD2_BENIGN_OTHER_NOS	Benign neoplasm of other and unspecified sites	II Neoplasms from hospital discharges (CD2_)	II Neoplasms from hospital discharges (CD2_)	D36 Benign neoplasm of other and unspecified sites	truncated: true
D46	C3_MYELODYSP_SYNDR_EXALLC	Myelodysplastic syndrome Myelodysplastic syndrome (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	II Neoplasms, from cancer register (ICD-O-3)	D46 Myelodysplastic syndromes	truncated: true
D58	D3_HEREDHAEMOLYTICANAEMIAOTHER	Other hereditary haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D58 Other hereditary haemolytic anaemias	truncated: true
D61	D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D61 Other aplastic anaemias	truncated: true
D68	D3_COAGOTHER	Other coagulation defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D68 Other coagulation defects	truncated: true
D75	D3_OTHERBLOOD	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D75 Other diseases of blood and blood-forming organs	truncated: true
D80	D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D80 Immunodeficiency with predominantly antibody defects	truncated: true
D86	D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	D86 Sarcoidosis	truncated: true
E04	E4_NONTOXIC_THYROID	Nontoxic goitre/thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E04 Other non-toxic goitre	truncated: true
E22	E4_HYPERPIT	Hyperfunction of pituitary gland	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E22 Hyperfunction of pituitary gland	truncated: true
E53	E4_VIT_B_DEF	Deficiency of other B group vitamins	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E53 Deficiency of other B group vitamins	truncated: true
E55	E4_VIT_D_DEF	Vitamin D deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E55 Vitamin D deficiency	truncated: true
E78	E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E78 Disorders of lipoprotein metabolism and other lipidaemias	truncated: true
E80	E4_PORBILIR	Disorders of porphyrin and bilirubin metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E80 Disorders of porphyrin and bilirubin metabolism	truncated: true
E83	E4_MINERAL_MET	Disorders of mineral metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E83 Disorders of mineral metabolism	truncated: true
E87	E4_FLUIDELECTRO	Other disorders of fluid, electrolyte and acid-base balance	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E87 Other disorders of fluid, electrolyte and acid-base balance	truncated: true
E89	E4_ENDOMETPOSTOP	Postprocedural endocrine and metabolic disorders, not elsewhere classified	IV Endocrine, nutritional and metabolic diseases (E4_)	IV Endocrine, nutritional and metabolic diseases (E4_)	E89 Postprocedural endocrine and metabolic disorders, not elsewhere classified	truncated: true
F00	F5_ALZHDEMENT	Dementia in Alzheimer disease	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F00 Dementia in Alzheimer's disease	truncated: true
F02	F5_DEMINOTH	Dementia in other diseases classified elsewhere	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F02 Dementia in other diseases classified elsewhere	truncated: true
F05	F5_DELIRIUM	Delirium, not induced by alcohol and other psychoactive substances	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F05 Delirium, not induced by alcohol and other psychoactive substances	truncated: true
F06	F5_MENTORG	Other mental disorders due to brain damage and dysfunction and to physical disease	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F06 Other mental disorders due to brain damage and dysfunction and to physical disease	truncated: true
F11	F5_OPIOIDS	Mental and behavioural disorders due to opioids	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F11 Mental and behavioural disorders due to use of opioids	truncated: true
F12	F5_CANNABIS	Mental and behavioural disorders due to cannabinoids	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F12 Mental and behavioural disorders due to use of cannabinoids	truncated: true
F20	F5_SCHZPHR	Schizophrenia	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F20 Schizophrenia	truncated: true
F22	F5_DELUSIO	Persistent delusional disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F22 Persistent delusional disorders	truncated: true
F23	F5_PSYTRANS	Acute and transient psychotic disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F23 Acute and transient psychotic disorders	truncated: true
F25	F5_SCHIZOAFF	Schizoaffective disorder	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F25 Schizoaffective disorders	truncated: true
F30	F5_MANIA	Manic episode	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F30 Manic episode	truncated: true
F31	F5_BIPO	Bipolar affective disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F31 Bipolar affective disorder	truncated: true
F40	F5_PHOBANX	Phobic anxiety disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F40 Phobic anxiety disorders	truncated: true
F43	F5_STRESSOTH	Other reaction to severe stress, and adjustment disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F43 Reaction to severe stress, and adjustment disorders	truncated: true
F44	F5_DISSOCIATIVE	Dissociative [conversion] disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F44 Dissociative [conversion] disorders	truncated: true
F45	F5_SOMATOFORM	Somatoform disorder	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F45 Somatoform disorders	truncated: true
F50	F5_EATOTH	Other eating disorders	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F50 Eating disorders	truncated: true
F50	KRA_PSY_EATING_EXMORE	KRA_PSY_EATING KRA_PSY_EATING (more control exclusions)	Psychiatric endpoints from Katri Räikkönen	Psychiatric endpoints from Katri Räikkönen	F50 Eating disorders	truncated: true
F52	F5_SEXDYS	Sexual dysfunction	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F52 Sexual dysfunction, not caused by organic disorder or disease	truncated: true
F80	F5_SPEECH	Specific development disorders of speech and language	V Mental and behavioural disorders (F5_)	V Mental and behavioural disorders (F5_)	F80 Specific developmental disorders of speech and language	truncated: true
G24	G6_DYSTON	Dystonia	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G24 Dystonia	truncated: true
G30	G6_ALZHEIMER	Alzheimer disease	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G30 Alzheimer's disease	truncated: true
G37	G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G37 Other demyelinating diseases of central nervous system	truncated: true
G40	G6_EPLEPSY	Epilepsy	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G40 Epilepsy	truncated: true
G41	G6_STATUSEPI	Status epilepticus	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G41 Status epilepticus	truncated: true
G44	G6_HEADACHE	Other headache syndromes	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G44 Other headache syndromes	truncated: true
G45	I9_TIA	Transient ischemic attack	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	G45 Transient cerebral ischaemic attacks and related syndromes	truncated: true
G46	I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	G46 Vascular syndromes of brain in cerebrovascular diseases	truncated: true
G47	G6_SLEEPDISOTH	Other sleep disorders	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G47 Sleep disorders	truncated: true
G93	G6_CERCYST	Cerebral cysts	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G93 Other disorders of brain	truncated: true
G95	G6_SPINOTH	Other diseases of spinal cord	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G95 Other diseases of spinal cord	truncated: true
G96	G6_CNSOTH	Other disorders of central nervous system	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G96 Other disorders of central nervous system	truncated: true
G97	G6_POSTOPNEURO	Postprocedural disorders of nervous system	VI Diseases of the nervous system (G6_)	VI Diseases of the nervous system (G6_)	G97 Postprocedural disorders of nervous system, not elsewhere classified	truncated: true
H01	H7_EYELIDINFLAMMATION	Other inflammation of eyelid	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H01 Other inflammation of eyelid	truncated: true
H16	H7_KERATITISOTH	Other keratitis	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H16 Keratitis	truncated: true
H18	H7_CORNEALOTH	Other disorders of cornea	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H18 Other disorders of cornea	truncated: true
H26	H7_CATARACTOTHER	Other cataract	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H26 Other cataract	truncated: true
H34	H7_RETIVASCOCCLUSION	Retinal vascular occlusion	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H34 Retinal vascular occlusions	truncated: true
H47	H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H47 Other disorders of optic [2nd] nerve and visual pathways	truncated: true
H50	H7_STRABOTH	Other strabismus	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H50 Other strabismus	truncated: true
H52	H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H52 Disorders of refraction and accommodation	truncated: true
H53	H7_VISUDISTURB	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	VII Diseases of the eye and adnexa (H7_)	H53 Visual disturbances	truncated: true
H60	H8_EXTOTITIS	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	VIII Diseases of the ear and mastoid process (H8_)	H60 Otitis externa	truncated: true
H65	H8_NONSUPPNAS	Nonsuppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	VIII Diseases of the ear and mastoid process (H8_)	H65 Nonsuppurative otitis media	truncated: true
H69	H8_EUSTNAS	Other disorders of Eustachian tube	VIII Diseases of the ear and mastoid process (H8_)	VIII Diseases of the ear and mastoid process (H8_)	H69 Other disorders of Eustachian tube	truncated: true
H91	H8_OTHHEARINGLOSS	Other hearing loss	VIII Diseases of the ear and mastoid process (H8_)	VIII Diseases of the ear and mastoid process (H8_)	H91 Other hearing loss	truncated: true
H95	H8_POSTOP	Postprocedural disorders of ear and mastoid process, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	VIII Diseases of the ear and mastoid process (H8_)	H95 Postprocedural disorders of ear and mastoid process, not elsewhere classified	truncated: true
I15	I9_HYPTENSEC	Secondary hypertension	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I15 Secondary hypertension	truncated: true
I21	I9_MI_STRICT	Myocardial infarction, strict	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I21 Acute myocardial infarction	truncated: true
I31	I9_PERICAOTH	Other diseases of pericardium	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I31 Other diseases of pericardium	truncated: true
I47	I9_PAROXTAC	Paroxysmal tachycardia	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I47 Paroxysmal tachycardia	truncated: true
I49	I9_OTHARR	Other arrhythmias	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I49 Other cardiac arrhythmias	truncated: true
I62	I9_OTHINTRACRA	Other intracranial haemorrhages	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I62 Other nontraumatic intracranial haemorrhage	truncated: true
I66	I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I66 Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction	truncated: true
I70	I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I70 Atherosclerosis	truncated: true
I72	I9_OTHANEUR	Other aneurysm	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I72 Other aneurysm	truncated: true
I73	I9_OTHPER	Other peripheral vascular diseases	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I73 Other peripheral vascular diseases	truncated: true
I82	I9_THROMBOTH	Other embolism and thrombosis	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I82 Other venous embolism and thrombosis	truncated: true
I85	I9_VARICVEOES	Oesophageal varices	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I85 Oesophageal varices	truncated: true
I86	I9_VARICVESOTH	Varicose veins of other sites	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I86 Varicose veins of other sites	truncated: true
I87	I9_VEINSOTH	Other disorders of veins	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I87 Other disorders of veins	truncated: true
I88	I9_LYMPHADE	Nonspecific lymphadenitis	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I88 Nonspecific lymphadenitis	truncated: true
I89	I9_LYMPHOTH	Other noninfective disorders of lymphatic vessels and lymph nodes	IX Diseases of the circulatory system (I9_)	IX Diseases of the circulatory system (I9_)	I89 Other non-infective disorders of lymphatic vessels and lymph nodes	truncated: true
J06	J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J06 Acute upper respiratory infections of multiple and unspecified sites	truncated: true
J20	J10_BRONCHITIS	Acute bronchitis	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J20 Acute bronchitis	truncated: true
J38	VOCALCORDDYS	Vocal cord dysfunction	COPD and related endpoints	COPD and related endpoints	J38 Diseases of vocal cords and larynx, not elsewhere classified	truncated: true
J67	J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J67 Hypersensitivity pneumonitis due to organic dust	truncated: true
J69	J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J69 Pneumonitis due to solids and liquids	truncated: true
J84	ILD	Interstitial lung disease	Interstitial lung disease endpoints	Interstitial lung disease endpoints	J84 Other interstitial pulmonary diseases	truncated: true
J86	J10_PYOTHORAX	Pyothorax	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J86 Pyothorax	truncated: true
J92	J10_PLEURPLAGUE	Pleural plaque	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J92 Pleural plaque	truncated: true
J93	J10_PNEUMOTHORAX	Pneumothorax	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J93 Pneumothorax	truncated: true
J94	J10_PLEUROTH	Other pleural conditions	X Diseases of the respiratory system (J10_)	X Diseases of the respiratory system (J10_)	J94 Other pleural conditions	truncated: true
J99	RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	Interstitial lung disease endpoints	Interstitial lung disease endpoints	J99 Respiratory disorders in diseases classified elsewhere	truncated: true
K00	K11_TOOTH_DEV	Disorders of tooth development and eruption	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K00 Disorders of tooth development and eruption	truncated: true
K01	K11_EMBIMPACT_TEETH_INCLAVO	Embedded and impacted teeth Embedded and impacted teeth , including avohilmo	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K01 Embedded and impacted teeth	truncated: true
K05	K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K05 Gingivitis and periodontal diseases	truncated: true
K06	K11_GINGIVA	Other disorders of gingiva or/and edentulous alveolar ridge	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K06 Other disorders of gingiva and edentulous alveolar ridge	truncated: true
K07	K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K07 Dentofacial anomalies [including malocclusion]	truncated: true
K09	K11_ORALCYST	Cysts of oral region, not elsewhere classified	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K09 Cysts of oral region, not elsewhere classified	truncated: true
K10	K11_JAWS	Other diseases of jaws	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K10 Other diseases of jaws	truncated: true
K11	K11_SALIVARY	Diseases of salivary glands	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K11 Diseases of salivary glands	truncated: true
K12	K11_STOMATITIS	Stomatitis and related lesions	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K12 Stomatitis and related lesions	truncated: true
K13	K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K13 Other diseases of lip and oral mucosa	truncated: true
K26	K11_DULC	Duodenal ulcer	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K26 Duodenal ulcer	truncated: true
K27	K11_PULC	Peptic ulcer	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K27 Peptic ulcer, site unspecified	truncated: true
K38	K11_OTHAPPEND	Other diseases of appendix	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K38 Other diseases of appendix	truncated: true
K43	K11_VENTHER	Ventral hernia	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K43 Ventral hernia	truncated: true
K52	K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K52 Other non-infective gastro-enteritis and colitis	truncated: true
K59	K11_OTHFUNC	Other functional intestinal disorders	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K59 Other functional intestinal disorders	truncated: true
K61	K11_ABSCANAL	Abscess of anal and rectal regions	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K61 Abscess of anal and rectal regions	truncated: true
K62	K11_OTHANRECT	Other diseases of anus and rectum	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K62 Other diseases of anus and rectum	truncated: true
K63	K11_OTHINT	Other diseases of intestine	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K63 Other diseases of intestine	truncated: true
K65	K11_PERITONITIS	Acute peritonitis	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K65 Peritonitis	truncated: true
K66	K11_OTHPERITON	Other diseases of peritoneum	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K66 Other disorders of peritoneum	truncated: true
K72	K11_HEPFAIL	Hepatic failure, not elsewhere classified	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K72 Hepatic failure, not elsewhere classified	truncated: true
K73	K11_CHRONHEP	Chronic hepatitis, not elsewhere classified	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K73 Chronic hepatitis, not elsewhere classified	truncated: true
K74	K11_FIBROCHIRLIV	Fibrosis and cirrhosis of liver	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K74 Fibrosis and cirrhosis of liver	truncated: true
K75	K11_OTHINFLIV	Other inflammatory liver diseases	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K75 Other inflammatory liver diseases	truncated: true
K76	K11_DISLIVOTH	Other diseases of liver	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K76 Other diseases of liver	truncated: true
K82	K11_GALLBLAOTH	Other diseases of gallbladder	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K82 Other diseases of gallbladder	truncated: true
K83	K11_BILIAOTH	Other diseases of biliary tract	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K83 Other diseases of biliary tract	truncated: true
K85	K11_ACUTPANC	Acute pancreatitis	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K85 Acute pancreatitis	truncated: true
K91	K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K91 Postprocedural disorders of digestive system, not elsewhere classified	truncated: true
K92	K11_OTHDISDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	K92 Other diseases of digestive system	truncated: true
